Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
"2022–2024-Polaris-RZR-Pro-R-Front-Left,-Front-Right","2022–2024 Polaris RZR Pro R Front Left, Front Right Xtreme Heavy Duty Axle","Our Strongest Axles To Date 

Our X-Treme Heavy Duty Axles are “Hell Rated” – upgraded from our Heavy Duty Line to handle the harshest terrains for racing in Desert, Sand, Mud, Rock and Short Courses. Demon X-Treme Heavy Duty Axles are our strongest axles to date. 

Through years of research and development Demon Powersports has developed a RACE READY, ULTIMATE PERFORMANCE axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. The success behind our products stems from thorough quality control. Our products go through extensive and extreme testing and R&D before launching.? 

Entire Axle Made Up of 4340 Chromoly Steel Material (In-and-Out) 

These axles are bigger, beefier, and stronger. Demon X-Treme Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel material for all its components including the shaft, housing, cage, race, and balls.  

This gives the axles the edge it needs for superior strength and longevity. We re-engineered our cage design to enhance durability and use Molybdenum grease to lubricate the internal components. The axle's inner components are micro-polished, so the CVs don't heat up like other products.  

4340 chromoly steel is more elastic meaning the axle shaft and its components will absorb any stress and keeps it within itself, eliminating any stress from being transferred into the differential and through your drivetrain. This helps preserve other components on the car! 

Available for Long Travel Kits 

Our X-Treme Heavy Duty are also tailored made to work with all major Long Travel Suspension Kits & Lift Kits. We understand the requirment for the desert and dunes. As provide an out of the box solution since they are already optimized for heat so your CVs can run cooler and last longer.  If you don’t believe us talk to any one of our racers in BITD, SCORE, SNORA, DAKHAR etc whom trust and use our products! 

Our long travel axles are tailor made to fit the following suspension kits Cognito Motorsports, Extreme Performance, Fireball Racing HCR, NXS Designs, Madigan Motorsports, SF Raceworks, LSK, Lone Star Racing, Fifty6 Industries, FabWerx, Grounder 4, UTV Wolfpack, Reflex, Long Travel Industries and much more!! 

If you need a long travel axle click here to get directed to the correct page! (INSERT LINK) 

Backed with 2-Years Limited Warranty 

Demon Xtreme axles come with an industry first 2yr limited warranty! We know our axles are built and designed for the baddest and toughest machines, that’s why we have paired our axles with the best warranty in the industry! Our #1 priority here at Demon Powersports is your happiness. Which means we stand behind our products. If you have a problem, we will solve it. Just reach out to our Customer Support Team. We’re here for you. Happiness & Performance guaranteed. 

Trust In Demon X-Treme Heavy Duty Axles To Keep You Riding!! 

If you have an axle that is optimized for heat and strength then you can have no fear running more power or larger tires on your machine meaning you can have the baddest and toughest machine out there without worrying about getting left behind in the sand, rocks, trail or mud!!  ",Demon Powersports,,Xtreme Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-6113XHD,0,shopify,5,deny,manual,469,469,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_ac941e09-89a3-420a-adca-c3c28407ddb0_682x682.jpg?v=1726847556,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2022–2024-Polaris-RZR-Pro-R-Rear-Left,-Rear-Right","2022–2024 Polaris RZR Pro R Rear Left, Rear Right Xtreme Heavy Duty Axle","Our Strongest Axles To Date 

Our X-Treme Heavy Duty Axles are “Hell Rated” – upgraded from our Heavy Duty Line to handle the harshest terrains for racing in Desert, Sand, Mud, Rock and Short Courses. Demon X-Treme Heavy Duty Axles are our strongest axles to date. 

Through years of research and development Demon Powersports has developed a RACE READY, ULTIMATE PERFORMANCE axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. The success behind our products stems from thorough quality control. Our products go through extensive and extreme testing and R&D before launching.? 

Entire Axle Made Up of 4340 Chromoly Steel Material (In-and-Out) 

These axles are bigger, beefier, and stronger. Demon X-Treme Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel material for all its components including the shaft, housing, cage, race, and balls.  

This gives the axles the edge it needs for superior strength and longevity. We re-engineered our cage design to enhance durability and use Molybdenum grease to lubricate the internal components. The axle's inner components are micro-polished, so the CVs don't heat up like other products.  

4340 chromoly steel is more elastic meaning the axle shaft and its components will absorb any stress and keeps it within itself, eliminating any stress from being transferred into the differential and through your drivetrain. This helps preserve other components on the car! 

Available for Long Travel Kits 

Our X-Treme Heavy Duty are also tailored made to work with all major Long Travel Suspension Kits & Lift Kits. We understand the requirment for the desert and dunes. As provide an out of the box solution since they are already optimized for heat so your CVs can run cooler and last longer.  If you don’t believe us talk to any one of our racers in BITD, SCORE, SNORA, DAKHAR etc whom trust and use our products! 

Our long travel axles are tailor made to fit the following suspension kits Cognito Motorsports, Extreme Performance, Fireball Racing HCR, NXS Designs, Madigan Motorsports, SF Raceworks, LSK, Lone Star Racing, Fifty6 Industries, FabWerx, Grounder 4, UTV Wolfpack, Reflex, Long Travel Industries and much more!! 

If you need a long travel axle click here to get directed to the correct page! (INSERT LINK) 

Backed with 2-Years Limited Warranty 

Demon Xtreme axles come with an industry first 2yr limited warranty! We know our axles are built and designed for the baddest and toughest machines, that’s why we have paired our axles with the best warranty in the industry! Our #1 priority here at Demon Powersports is your happiness. Which means we stand behind our products. If you have a problem, we will solve it. Just reach out to our Customer Support Team. We’re here for you. Happiness & Performance guaranteed. 

Trust In Demon X-Treme Heavy Duty Axles To Keep You Riding!! 

If you have an axle that is optimized for heat and strength then you can have no fear running more power or larger tires on your machine meaning you can have the baddest and toughest machine out there without worrying about getting left behind in the sand, rocks, trail or mud!!  ",Demon Powersports,,Xtreme Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-6114XHD,0,shopify,5,deny,manual,469,469,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_ac941e09-89a3-420a-adca-c3c28407ddb0_682x682.jpg?v=1726847556,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2022–2023-Polaris-RZR-Pro-R-Front-Left,-Front-Right","2022–2023 Polaris RZR Pro R Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-6113HD,0,shopify,5,deny,manual,249,249,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_04903ff3-7b04-4eca-927f-834fe71d8603_682x682.jpg?v=1726843396,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2022–2023-Polaris-RZR-Pro-R-Rear-Left,-Rear-Right","2022–2023 Polaris RZR Pro R Rear Left, Rear Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-6114HD,0,shopify,5,deny,manual,249,249,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_04903ff3-7b04-4eca-927f-834fe71d8603_682x682.jpg?v=1726843396,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2015–2022-Kawasaki-Mule-PRO-1000/PRO-820-Rear-Left,2015–2022 Kawasaki Mule PRO 1000/PRO 820 Rear Left Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-5014HD,0,shopify,0,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-5014HD.jpg?v=1626202200,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2015–2022-Kawasaki-Mule-PRO-1000/PRO-820-Rear-Right,2015–2022 Kawasaki Mule PRO 1000/PRO 820 Rear Right Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-5015HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-5015HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2017–2022-CFMOTO-CFORCE-500/400-Rear-Left,2017–2022 CFMOTO CFORCE 500/400 Rear Left Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14048HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_a00532f6-a72f-486c-bd97-dcfd64471f03_682x682.jpg?v=1726843363,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2017–2022-CFMOTO-CFORCE-500/400-Rear-Right,2017–2022 CFMOTO CFORCE 500/400 Rear Right Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14049HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_a00532f6-a72f-486c-bd97-dcfd64471f03_682x682.jpg?v=1726843363,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2020–2022-CFMOTO-CFORCE-400/500-Front-Left,-Front-Right","2020–2022 CFMOTO CFORCE 400/500 Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14054HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_a00532f6-a72f-486c-bd97-dcfd64471f03_682x682.jpg?v=1726843363,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2020–2023-CFMOTO-CFORCE-600/500/400-Front-Left,-Front-Right","2020–2023 CFMOTO CFORCE 600/500/400 Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14050HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_21a40625-c61c-4548-984e-19a2c1ea6949_682x682.jpg?v=1726837624,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2019–2024-CFMOTO-CFORCE-800/1000-Front-Left,2019–2024 CFMOTO CFORCE 800/1000 Front Left Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14042HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_8ed9bbc3-6dff-4954-b547-f9710a97a63b_682x682.jpg?v=1726837646,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2019–2024-CFMOTO-CFORCE-800/1000-Front-Right,2019–2024 CFMOTO CFORCE 800/1000 Front Right Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14043HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/generic_8ed9bbc3-6dff-4954-b547-f9710a97a63b_682x682.jpg?v=1726837646,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2018–2022-CFMOTO-UFORCE-500/800-Front-Left,2018–2022 CFMOTO UFORCE 500/800 Front Left Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14057HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-14025HD_7c47958a-f4ab-40ac-bef6-2b93abf7bd5c_682x682.jpg?v=1726843192,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2018–2022-CFMOTO-UFORCE-500/800-Front-Right,2018–2022 CFMOTO UFORCE 500/800 Front Right Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14058HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-14025HD_7c47958a-f4ab-40ac-bef6-2b93abf7bd5c_682x682.jpg?v=1726843192,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2018–2022-CFMOTO-ZFORCE-500/800-Front-Right,2018–2022 CFMOTO ZFORCE 500/800 Front Right Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14041HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-14022HD_b0dc581d-9e99-47a4-b880-8fd2be95026e_2000x2000_crop_center.jpg?v=1726842987,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2022-CFMOTO-ZFORCE-500/800-Rear-Left,-Rear-Right","2018–2022 CFMOTO ZFORCE 500/800 Rear Left, Rear Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14046HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-14021HD_ee3a1933-5fbd-49b5-a702-1639455743e3_2000x2000_crop_center.jpg?v=1726842986,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
2018–2022-CFMOTO-ZFORCE-800/500-Front-Left,2018–2022 CFMOTO ZFORCE 800/500 Front Left Heavy Duty Axle,"Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-14040HD,0,shopify,5,deny,manual,235,235,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-14022HD_b0dc581d-9e99-47a4-b880-8fd2be95026e_2000x2000_crop_center.jpg?v=1726842987,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
