Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Fare Freight Package Type (product.metafields.app--65750532097--fare_freight.package_type),Height (product.metafields.next_cart.height),Length (product.metafields.next_cart.length),Width (product.metafields.next_cart.width),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Vehicle seating features (product.metafields.shopify.vehicle-seating-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Status
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,PR2-3--3,72574.7792,,0,deny,manual,2797,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Top_Package_4_Wetsounds_Conrol_Box___33452.jpg?v=1737045337,23,Polaris Ranger Pro-Fit Crew Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,PR2-2-5-3,72574.7792,,0,deny,manual,2797,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Package_4_Wetsounds_Top_Option_Control_Box__49004.jpg?v=1737045337,24,Polaris Ranger Pro-Fit Crew Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,PR2-2--4,72574.7792,,0,deny,manual,3496,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Wetsounds_Stealth_Bar_Package_4__33567.jpg?v=1737045337,25,Polaris Ranger Pro-Fit Crew Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,PR2-1-5-4,72574.7792,,0,deny,manual,3397,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Wetsounds_Control_Box_with_Cover__00928.jpg?v=1737045336,26,Polaris Ranger Pro-Fit Crew Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Flat Top/No Rack (standard),,,Non-Extended (standard),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,PR2-1--3E,72574.7792,,0,deny,manual,2798,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_Auxillary_Power_Kit_-_Pulse_Bar__88727.jpg?v=1737045337,27,Polaris Auxiliary Power Kit using Pulse System,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,PR2-3-5-3,72574.7792,,0,deny,manual,2947,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Underside_of_Ranch_Armor_Polaris_Ranger_1000_Crew_Metal_Top_Pack_350_with_Overhead_Audio_Enclosure_Speaker_System__60439.jpg?v=1737045337,28,Polaris Ranger Pro-Fit Crew Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,PR2-3--4,72574.7792,,0,deny,manual,3646,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,PR2-2-5-4,72574.7792,,0,deny,manual,3646,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,PR2-2--3E,72574.7792,,0,deny,manual,3047,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,PR2-1-5-3E,72574.7792,,0,deny,manual,2948,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Flat Top/No Rack (standard),,,Non-Extended (standard),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,PR2-1--4E,72574.7792,,0,deny,manual,3648,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,PR2-3-5-4,72574.7792,,0,deny,manual,3796,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,PR2-3--3E,72574.7792,,0,deny,manual,3197,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,PR2-2-5-3E,72574.7792,,-1,deny,manual,3197,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,PR2-2--4E,72574.7792,,-1,deny,manual,3897,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,PR2-1-5-4E,72574.7792,,-1,deny,manual,3798,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,PR2-3-5-3E,72574.7792,,0,deny,manual,3347,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,PR2-3--4E,72574.7792,,0,deny,manual,4047,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,PR2-2-5-4E,72574.7792,,0,deny,manual,4047,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-pro-fit-crew-metal-roof,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,PR2-3-5-4E,72574.7792,,0,deny,manual,4197,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,Kawasaki Mule Pro FXT Metal Top,"<p>A Kawasaki Mule Pro FXT Metal Roof that is rugged, looks good, and functional. Ranch Armor is the only manufacture of Mule Pro FXT metal tops that has a fully integrated optional rear hatch allowing rear roof portion to open with ease enabling dump bed to be used in extended mode. Endless options and packages to create the perfect top for your Mule Pro FXT. </p>
<h2><strong>Kawasaki Mule Pro FXT Top Metal Roof Specs</strong></h2>
<ul>
<li>Steel Construction (Optional Aluminum Upgrade) with steel tubular/Angle Iron sub-frame</li>
<li>Textured Powder Coat standard (Optional Bed Liner Upgrade)</li>
<li>14 Gauge Steel Shell (Optional 11 Gauge Aluminum Upgrade)</li>
<li>Rain “Gutters” Front &amp; Rear</li>
<li>Direct fitment using factory holes. Easily bolts on using 4 bolts with no modification. </li>
<li>Lifetime Warranty on construction</li>
</ul>
<p><strong>Pictures shown vary with different roof setups/options customers have decided to do.</strong></p>
<h3>KAWASAKI MULE PRO FXT METAL ROOF COMPATIBILITY:</h3>
<ul>
<li>100% compatible with all: 2015+ model Kawasaki Mule Pro FXT UTV's</li>
<li>
<ul>
<li><strong>Have full size doors? OR plan to put on full size doors? - Make sure you let us know you need ""LOW PROFILE FLANGES"" - in the Comment section at checkout or contact us directly to order. </strong></li>
</ul>
</li>
</ul>
<h3><span style=""text-decoration: underline;"">Install Guide:</span></h3>
<p><a href=""https://www.youtube.com/watch?v=lu4_mWuvYvA"" title=""Kawasaki Mule Pro FXT/DXT/FX/FX &amp; FXR Metal Top Install Guide""><b>Kawasaki Mule Pro Metal Top Install Guide</b></a></p>",Ranch Armor,Uncategorized,,"in-stock-items, kawasaki-mule-pro-fxt-utv-accessories, steel-roofs, utv-roofs-1, utv-roofs-metal-tops-steel-aluminum-polaris-kawasaki-can-am-yamaha-john-deere-roxor",TRUE,Roof Rack Type,Flat Top/No Rack (standard),,Roof Extension,Non-Extended (standard),,Lighting & Audio Package,No lights or audio (standard),,KR3-1-0-0,68038.8555,,-1,deny,manual,1299,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_DXT_Steel_Top_with_Premium_Laser_Cut_Racks_and_Front_Extension_by_Ranch_Armor__90318.jpg?v=1737045322,1,Kawasaki Mule Pro FXT Metal Top,FALSE,Kawasaki Mule Pro FXT Metal Top Roof Rack by Ranch Armor,"Kawasaki Mule Pro FXT Metal Roof Top that is rugged, looks good, and functional. With the optional rear hatch that allows roof portion to open with ease to allow dump bed to be used. We will be posting all specs soon, we were just excited to get this up and on our site! Roof is available for immediate purchase.",,7,72,62,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,No lights or audio (standard),,KR3-2-0-0,68038.8555,,-1,deny,manual,1548,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Ranch_Armor_Accessories__15078.jpg?v=1737045322,2,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,No lights or audio (standard),,KR3-1-5-0,68038.8555,,-3,deny,manual,1449,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Accessories_Metal_Top_with_Square_tube_racks__28169.png?v=1737045322,3,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,Non-Extended (standard),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,KR3-1-0-1,68038.8555,,0,deny,manual,1698,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_Metal_Roof_Top__15098.png?v=1737045323,4,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,No lights or audio (standard),,KR3-3-0-0,68038.8555,,0,deny,manual,1698,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Roof_with_Top_Rack_and_Light_Bar_Package_by_Ranch_Armor__74627.jpg?v=1737045322,5,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,No lights or audio (standard),,KR3-2-5-0,68038.8555,,-1,deny,manual,1698,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Ranch_Armor_Metal_Roof_with_LED_Lights_Package__15721.jpg?v=1737045322,6,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,KR3-2-0-1,68038.8555,,0,deny,manual,1548,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Roof_Front_Light_Bar_Ranch_Armor_Top__85579.jpg?v=1737045322,7,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,KR3-1-5-1,68038.8555,,-1,deny,manual,1848,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_Extended_Package_4_Premium_Metal_Top_by_Ranch_Armor__18105.jpg?v=1737045322,8,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,Non-Extended (standard),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,KR3-1-0-2,68038.8555,,0,deny,manual,1998,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Top_by_Ranch_Armor_Flat_Roof_with_LED_Light_Bar__25112.jpg?v=1737045322,9,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,No lights or audio (standard),,KR3-3-5-0,68038.8555,,-2,deny,manual,1848,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_Rear_LED_Light_Pods_on_Flat_Top_Roof__01633.jpg?v=1737045322,10,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,KR3-3-0-1,68038.8555,,0,deny,manual,2097,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Top_with_Elusive_Wildlife_Lighting_Package__03449.jpg?v=1737045322,11,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,KR3-2-5-1,68038.8555,,-1,deny,manual,2097,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Top_with_Elusive_Wildlife_Lighting_Package_by_Ranch_Armor__92780.jpg?v=1737045323,12,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,KR3-2-0-2,68038.8555,,0,deny,manual,2247,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_Steep_Top_with_Front_Extension_and_Premium_Racks_by_Ranch_Armor__96754.jpg?v=1737045322,13,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,KR3-1-5-2,68038.8555,,0,deny,manual,2148,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Metal_Flat_Top_Roof__57828.jpg?v=1737045322,14,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,Non-Extended (standard),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,KR3-1-0-3,68038.8555,,0,deny,manual,2398,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawaskai_MUle_Pro_FXT_Elusive_Wildlife_LIght_Package_Extended_Metal_Top_by_Ranch_Armor__12280.jpg?v=1737045322,15,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,KR3-3-5-1,68038.8555,,0,deny,manual,2247,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_DXT_Metal_Top_Roof_Rack_Extended__80850.jpg?v=1737045322,16,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,KR3-3-0-2,68038.8555,,0,deny,manual,2397,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Extended_Flat_Metal_Top_for_Mule_Pro_FXT__40595.jpg?v=1737045322,17,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,KR3-2-5-2,68038.8555,,0,deny,manual,2397,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_Extended_Flat_Metal_Top_with_Package_1__43324.jpg?v=1737045322,18,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,KR3-2-0-3,68038.8555,,0,deny,manual,2647,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_Extended_Flat_Metal_Top_by_Ranch_Armor__67530.jpg?v=1737045322,19,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,KR3-1-5-3,68038.8555,,0,deny,manual,2548,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Kawasaki_Mule_Pro_FXT_Metal_Top_Extended_Package_4__32727.jpg?v=1737045322,20,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,Non-Extended (standard),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,KR3-1-0-4,68038.8555,,0,deny,manual,3247,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_FXT_DXT_Metal_Top_with_light_package_and_Wet_Sound_Audio_setup__05657.jpg?v=1737045322,21,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,KR3-3-5-2,68038.8555,,0,deny,manual,2547,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Top_Package_4_Wetsounds_Conrol_Box___48982.jpg?v=1737045322,22,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Non-Extended (standard),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,KR3-3-0-3,68038.8555,,0,deny,manual,2797,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Wetsounds_Stealth_Bar_Package_4__69824.jpg?v=1737045322,23,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,"Extended/12"" Addl. Overhang (+ $150)",,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,KR3-2-5-3,68038.8555,,-1,deny,manual,2797,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Ranch_Armor_Wetsounds_Control_Box_with_Cover__19686.jpg?v=1737045322,24,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Square Tube Rack (+ $249),,,Non-Extended (standard),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,KR3-2-0-4,68038.8555,,0,deny,manual,3496,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Kawasaki_Mule_Pro_Power_Kit__53149.jpg?v=1737045322,25,Kawasaki Mule Pro FXT Metal Top,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
kawasaki-mule-pro-fxt-metal-roof-top-rack,,,,,,,,,Flat Top/No Rack (standard),,,"Extended/12"" Addl. Overhang (+ $150)",,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,KR3-1-5-4,68038.8555,,0,deny,manual,3397,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
